target,feature,gain
Revenue,source_paid_search_share_clim,2313.5201819518375
Revenue,item_unique_products_lag365,2289.577170423284
Revenue,pay_paypal_share_clim,2245.2279205065374
Revenue,Revenue_roll_std_91,2243.9242073935843
Revenue,item_size_lxl_share_lag365,2242.7338862264296
Revenue,reviews_count_lag365,2231.464553669095
Revenue,reviews_count_lag728,2186.634596450694
Revenue,ship_count_lag365,2172.4862333968176
Revenue,web_unique_visitors_lag728,2167.3811544470695
Revenue,source_direct_share_lag548,2165.177662345542
Revenue,pay_cod_share_clim,2162.600700298984
Revenue,returns_qty_lag365,2153.1971324457295
Revenue,cos_week_2,2140.452905292519
Revenue,device_tablet_share_clim,2139.7744368019826
Revenue,segment_balanced_qty_share_clim,2133.6430889832036
Revenue,ship_fee_mean_lag548,2108.3431704397244
Revenue,source_social_media_share_lag548,2101.007498095019
Revenue,category_genz_qty_share_clim,2069.5937485047034
Revenue,reviews_count_lag548,2052.2098756043965
Revenue,cancelled_share_lag365,1963.0077270404825
Revenue,reviews_rating_mean_lag728,1885.4894918392592
Revenue,sin_year_3,1884.4651542365837
Revenue,ship_fee_mean_clim,1874.7180216223674
Revenue,reviews_rating_mean_clim,1856.1557288229103
Revenue,inv_days_supply_lag365,1842.1995782829408
Revenue,sin_year_1,1818.5648767658406
Revenue,reviews_bad_rate_lag365,1811.9220274204142
Revenue,n_orders_lag365,1795.8285347589085
Revenue,avg_basket_value_clim,1792.7835554878952
Revenue,category_streetwear_qty_share_lag548,1776.230156284951
Revenue,sin_year_5,1774.1887077805457
Revenue,week,1773.9090534878842
Revenue,returns_refund_clim,1730.2719075554826
Revenue,web_sessions_lag365,1713.0454891129307
Revenue,sin_year_6,1686.3755612592602
Revenue,pay_credit_card_share_clim,1683.4087955290452
Revenue,month,1682.9272920157139
Revenue,returns_qty_lag548,1681.575117929347
Revenue,pay_apple_pay_share_clim,1671.547697317337
Revenue,cos_year_3,1620.7259675078806
Revenue,source_social_media_share_lag728,1563.7765977934469
Revenue,pay_bank_transfer_share_clim,1514.3198226113907
Revenue,returned_status_share_clim,1514.318461102537
Revenue,source_referral_share_clim,1509.4982922211702
Revenue,item_avg_unit_price_clim,1493.5696425450474
Revenue,inv_overstock_rate_lag728,1491.4954748091857
Revenue,avg_basket_qty_clim,1489.6638258367311
Revenue,device_desktop_share_clim,1466.8344864906717
Revenue,reviews_bad_rate_clim,1449.6031521045645
Revenue,Revenue_lag_365,1440.6643765724211
Revenue,item_qty_lag728,1439.1396229626455
Revenue,doy,1432.7652765794837
Revenue,item_qty_lag548,1397.0446216732316
Revenue,segment_premium_qty_share_clim,1338.9754570089021
Revenue,web_avg_session_clim,1333.956917632591
Revenue,cos_year_5,1293.7974542985773
Revenue,delivered_share_clim,1288.4871291720904
Revenue,ship_leadtime_mean_clim,1256.2062734956207
Revenue,item_size_lxl_share_clim,1233.6095323178322
Revenue,item_promo_share_lag728,1209.8142365808599
Revenue,category_outdoor_qty_share_lag548,1195.4695497972425
Revenue,source_social_media_share_clim,1167.0675632591851
Revenue,segment_standard_qty_share_clim,1148.4287297489614
Revenue,segment_trendy_qty_share_lag365,1144.592508072771
Revenue,Revenue_lag_728,1142.5051521755652
Revenue,source_email_campaign_share_clim,1135.3254644522158
Revenue,item_lines_lag548,1133.7417140456123
Revenue,web_page_views_clim,1111.9025082163344
Revenue,item_unique_products_lag728,1093.7043701629414
Revenue,segment_activewear_qty_share_lag548,1081.8844527588356
Revenue,days_to_black_friday,1076.2461395246855
Revenue,inv_sell_through_lag728,1066.3043696654042
Revenue,returns_count_lag365,1064.542023241908
Revenue,days_since_hung_kings,1045.968625003265
Revenue,item_discount_lag365,1043.406914113898
Revenue,segment_performance_qty_share_clim,1010.7313793582531
Revenue,days_to_mid_autumn,996.7989350498343
Revenue,item_cogs_value_lag728,986.0524107083135
Revenue,inv_sell_through_lag365,970.5170630846535
Revenue,pay_installments_mean_clim,962.6111408938887
Revenue,segment_trendy_qty_share_lag728,940.8382126364805
Revenue,device_mobile_share_clim,940.5508627406348
Revenue,source_direct_share_clim,921.7969799162173
Revenue,days_since_black_friday,917.4945834803964
Revenue,segment_trendy_qty_share_lag548,874.9573169216876
Revenue,n_orders_lag728,862.0176829225124
Revenue,item_promo_share_lag548,858.3013763983423
Revenue,n_zips_lag365,857.9727075028544
Revenue,web_pv_per_session_clim,853.6476882148418
Revenue,n_customers_lag365,850.172322659391
Revenue,n_orders_lag548,849.999722058943
Revenue,segment_everyday_qty_share_clim,822.662591616911
Revenue,web_bounce_rate_clim,813.7891977033448
Revenue,days_to_1111,812.1319260373712
Revenue,n_zips_lag728,810.4157414634506
Revenue,source_organic_search_share_clim,795.8309455347157
Revenue,pay_install_gt3_share_clim,782.471534460796
Revenue,category_casual_qty_share_clim,754.4781695797056
Revenue,item_lines_lag728,754.1750071988985
Revenue,discount_rate_lag548,750.7901466368284
Revenue,n_zips_lag548,749.3211899571018
Revenue,segment_all_weather_qty_share_clim,683.6800109551082
Revenue,days_since_tet,676.7854923469196
Revenue,segment_activewear_qty_share_clim,665.5060942464156
Revenue,inv_fill_rate_clim,638.4776309156118
Revenue,cancelled_share_clim,610.6531083913675
Revenue,segment_trendy_qty_share_clim,580.9112142492603
Revenue,discount_rate_lag365,566.601468104895
Revenue,returns_count_lag548,561.955319940837
Revenue,Revenue_lag_548,552.0117084285141
Revenue,returns_count_clim,538.8631321097104
Revenue,item_discount_lag728,523.1959160910143
Revenue,discount_rate_clim,520.9571786493891
Revenue,days_to_hung_kings,514.714728407924
Revenue,n_customers_lag548,512.503121314622
Revenue,returns_qty_clim,490.92895754074885
Revenue,category_outdoor_qty_share_clim,479.8732877183421
Revenue,n_customers_lag728,462.41853212710055
Revenue,cos_year_1,455.6076942630526
Revenue,is_weekend,415.90135197838146
Revenue,reviews_count_clim,350.66619371221816
Revenue,web_sessions_clim,344.78497180904054
Revenue,discount_rate_lag728,327.6525443756125
Revenue,days_to_1212,320.7405009528415
Revenue,inv_stockout_rate_clim,307.92106315692786
Revenue,is_month_payday,302.07415001591045
Revenue,category_streetwear_qty_share_clim,241.35920427250676
Revenue,item_discount_clim,226.90131576773194
Revenue,Revenue_month_mean_train,225.77283203270702
Revenue,item_promo_share_lag365,223.66163757526212
Revenue,quarter,208.7388916015625
Revenue,item_promo_share_clim,176.12972227838407
Revenue,web_unique_visitors_clim,165.00098238750877
Revenue,inv_overstock_rate_clim,114.13572335501925
Revenue,is_midmonth_window,0.9098566903008355
Revenue,inv_days_supply_clim,0.008353115628576942
Revenue,inv_sell_through_clim,0.0035424443582693734
Revenue,inv_reorder_rate_clim,0.0
Revenue,inv_reorder_rate_lag365,0.0
Revenue,inv_reorder_rate_lag548,0.0
Revenue,inv_reorder_rate_lag728,0.0
Revenue,is_1111,0.0
Revenue,is_1111_week,0.0
Revenue,is_1212,0.0
Revenue,is_1212_week,0.0
Revenue,is_2nd_saturday,0.0
Revenue,is_black_friday,0.0
Revenue,is_black_friday_week,0.0
Revenue,is_christmas,0.0
Revenue,is_christmas_eve,0.0
Revenue,is_cyber_monday_window,0.0
Revenue,is_hung_kings_after_3d,0.0
Revenue,is_hung_kings_day,0.0
Revenue,is_hung_kings_eve_7d,0.0
Revenue,is_hung_kings_window,0.0
Revenue,is_independence_0209,0.0
Revenue,is_labour_0105,0.0
Revenue,is_long_weekend_mon,0.0
Revenue,is_mid_autumn_day,0.0
Revenue,is_mid_autumn_eve_7d,0.0
Revenue,is_midmonth_payday,0.0
Revenue,is_month_end,0.0
Revenue,is_month_start,0.0
Revenue,is_new_year_0101,0.0
Revenue,is_reunification_3004,0.0
Revenue,is_teachers_day_2011,0.0
Revenue,is_tet_after_14d,0.0
Revenue,is_tet_after_7d,0.0
Revenue,is_tet_eve_3d,0.0
Revenue,is_tet_eve_7d,0.0
Revenue,is_tet_nguyen_dan,0.0
Revenue,is_tet_window,0.0
Revenue,is_valentine,0.0
Revenue,is_womens_day_0803,0.0
Revenue,is_womens_day_2010,0.0
Revenue,post_regime,0.0
